title,date,link,description
Eks Tim 8 Cerita Sempat Bahas Cak Imin Jadi Cawapres Anies di Desember,01/09/2023,https://news.detik.com/pemilu/d-6908814/eks-tim-8-cerita-sempat-bahas-cak-imin-jadi-cawapres-anies-di-desember,Soal Cak Imin jadi Cawapres Anies sempat dibahas dalam rapat Tim 8 pada Desember 2022. Eks Tim 8 menyebut manuver Cak Imin itu tak mengejutkan.
"Eks Anggota Tim 8: Demokrat Punya Trauma 2018, Kayak Layangan Putus,01/09/2023,https://news.detik.com/pemilu/d-6908786/eks-anggota-tim-8-demokrat-punya-trauma-2018-kayak-layangan-putus,""Mantan Anggota Tim 8 KPP Iftitah Sulaiman mengatakan Partai Demokrat memiliki trauma pada saat Pilpres lalu. Saat itu, AHY batal diusung jadi cawapres Prabowo."""
"PPP soal Ada Menteri Dorong Koalisi dengan Demokrat: Kita Tegak Lurus Ganjar,01/09/2023,https://news.detik.com/pemilu/d-6908769/ppp-soal-ada-menteri-dorong-koalisi-dengan-demokrat-kita-tegak-lurus-ganjar,""PPP merespons SBY yang menyebut ada menteri aktif mengajak koalisi antara PD, PKS, dan PPP. Dia mengatakan pihaknya tak bisa menebak siapa yang dimaksud."""
Cak Imin Nyebrang Koalisi, Zulhas: Belok Nggak Kasih Sein,01/09/2023,https://news.detik.com/pemilu/d-6908759/cak-imin-nyebrang-koalisi-zulhas-belok-nggak-kasih-sein,Zulhas menyebut Cak Imin seakan-akan belok tanpa memberi lampu sein.
Kata Gerindra soal Peluang Demokrat Merapat Dukung Prabowo,01/09/2023,https://news.detik.com/pemilu/d-6908749/kata-gerindra-soal-peluang-demokrat-merapat-dukung-prabowo,Gerindra bicara peluang Demokrat merapat ke Koalisi Indonesia Maju mendukung Prabowo di 2024.
"Demokrat Keluar, PKS Mau Jalan Bareng Anies Sapa Relawan di Tasikmalaya,01/09/2023,https://news.detik.com/pemilu/d-6908743/demokrat-keluar-pks-mau-jalan-bareng-anies-sapa-relawan-di-tasikmalaya,""Menurutnya, kehadiran Anies pada acara tersebut merupakan wujud kolaborasi seluruh simpul relawan."""
"Eks Tim 8 Sempat Prediksi PKB dan Golkar Bakal Gabung Koalisi Perubahan,01/09/2023,https://news.detik.com/pemilu/d-6908698/eks-tim-8-sempat-prediksi-pkb-dan-golkar-bakal-gabung-koalisi-perubahan,""Eks Anggota Tim 8 mengungkap jika PKB dan Partai Golkar telah diprediksi akan masuk ke Koalisi Perubahan. Namun, dia mengatakan keduanya pun batal bergabung."""
Pernyataan Lengkap Demokrat Cabut Dukungan Anies Capres dan Keluar Koalisi,01/09/2023,https://news.detik.com/pemilu/d-6908691/pernyataan-lengkap-demokrat-cabut-dukungan-anies-capres-dan-keluar-koalisi,Demokrat mengambil sikap tegas menyikapi duet Anies Baswedan-Ketum PKB Muhaimin Iskandar atau Cak Imin. Demokrat mencabut dukungan Anies Baswedan capres 2024.
"PKB Siapkan Akronim AMIN untuk Duet Anies-Cak Imin,01/09/2023,https://news.detik.com/pemilu/d-6908671/pkb-siapkan-akronim-amin-untuk-duet-anies-cak-imin,""Sekjen PKB telah menyiapkan akronim untuk duet Anies-Cak Imin, yaitu AMIN. Diharap, akronim itu bisa mengantar Anies-Cak Imin menang Pilpre"""
"PKB Pastikan Deklarasi Anies-Cak Imin Besok Siang di Surabaya,01/09/2023,https://news.detik.com/pemilu/d-6908629/pkb-pastikan-deklarasi-anies-cak-imin-besok-siang-di-surabaya,""PKB memastikan deklarasi Anies-Cak Imin besok siang di Surabaya. Deklarasi digelar di Hotel Majapahit Surabaya, besok siang."""
Angela Tanoe Buka Suara soal Sekeluarga Hary Tanoe Maju Nyaleg 2024,01/09/2023,https://news.detik.com/pemilu/d-6908589/angela-tanoe-buka-suara-soal-sekeluarga-hary-tanoe-maju-nyaleg-2024,Angela Tanoe buka suara soal semua anggota keluarga Hary Tanoe mencalonkan diri sebagai anggota DPR lewat Perindo. Angela menyebut Perindo serius menatap 2024.
Pernyataan Lengkap Gerindra Usai PKB Terima Duet Anies-Cak Imin,01/09/2023,https://news.detik.com/pemilu/d-6908573/pernyataan-lengkap-gerindra-usai-pkb-terima-duet-anies-cak-imin,PKB merapat ke Partai NasDem untuk mengusung Anies Baswedan sebagai capres dan Cak Imin sebagai cawapres. Partai Gerindra merespons sikap PKB.
Gerindra Ucapkan Selamat Berjuang ke PKB yang Dukung Anies,01/09/2023,https://news.detik.com/pemilu/d-6908564/gerindra-ucapkan-selamat-berjuang-ke-pkb-yang-dukung-anies,Partai Gerindra dan PKB sempat menjalin KKIR yang belakangan berubah nama menjadi KIM. Kini Cak Imin mau menjadi cawapres untuk Anies. Gerindra melepas PKB.
Gerindra Ungkap Pihak Cak Imin Batalkan Rencana Pertemuan dengan Prabowo,01/09/2023,https://news.detik.com/pemilu/d-6908561/gerindra-ungkap-pihak-cak-imin-batalkan-rencana-pertemuan-dengan-prabowo,PKB menerima tawaran Partai NasDem untuk berkoalisi mengusung Anies Baswedan sebagai calon presiden. Pertemuan Prabowo dan Cak Imin disebut batal.
Gerindra Tegaskan Tak Pernah Khianati PKB,01/09/2023,https://news.detik.com/pemilu/d-6908555/gerindra-tegaskan-tak-pernah-khianati-pkb,Gerindra menegaskan tidak pernah mengkhianati PKB. Gerindra juga menyebut tidak pernah melanggar perjanjian dengan PKB.
Gerindra: Penamaan Koalisi Indonesia Maju Spontan, Cak Imin Tak Keberatan,01/09/2023,https://news.detik.com/pemilu/d-6908553/gerindra-penamaan-koalisi-indonesia-maju-spontan-cak-imin-tak-keberatan,Gerindra mengatakan Ketum PKB Muhaimin Iskandar tidak keberatan dengan penamaan Koalisi Indonesia Maju.
PKB Hengkang, Prabowo Dinilai Akan Kehilangan Suara di Jateng & Jatim,01/09/2023,https://news.detik.com/pemilu/d-6908547/pkb-hengkang-prabowo-dinilai-akan-kehilangan-suara-di-jateng-jatim,Dengan keluarnya PKB dari Koalisi Indonesia Maju maka dipastikan suara Bacapres Prabowo Subianto akan tergerus terutama di kalangan nahdliyin.
Pratikno: Jokowi Tak Campuri Duet Anies-Cak Imin, Apalagi Halangi Cawapres,01/09/2023,https://news.detik.com/pemilu/d-6908544/pratikno-jokowi-tak-campuri-duet-anies-cak-imin-apalagi-halangi-cawapres,Pratikno menegaskan tak ada campur tangan Presiden Jokowi soal Anies diduetkan dengan Cak Imin. Pratikno menegaskan Jokowi tak mencampuri soal capres-cawapres.
PKB soal Koalisi dengan Gerindra: Namanya Bukan KKIR, Otomatis Cabut,01/09/2023,https://news.detik.com/pemilu/d-6908525/pkb-soal-koalisi-dengan-gerindra-namanya-bukan-kkir-otomatis-cabut,PKB menerima tawaran NasDem untuk mengusung Anies-Cak Imin. PKB menegaskan secara otomatis koalisi PKB bersama Gerindra bubar.
Cabut Dukungan Anies Capres, Demokrat Kini Bebas Jalin Komunikasi 2024,01/09/2023,https://news.detik.com/pemilu/d-6908505/cabut-dukungan-anies-capres-demokrat-kini-bebas-jalin-komunikasi-2024,Demokrat tidak lagi terikat dengan piagam kesepakatan Koalisi Perubahan yang mengusung Anies. Demokrat nantinya akan terbuka berkomunikasi dengan partai lain.
Pratikno: Paloh Bilang ke Pak Jokowi Politik Dingin Saja, Tak Perlu Khawatir,01/09/2023,https://news.detik.com/pemilu/d-6908500/pratikno-paloh-bilang-ke-pak-jokowi-politik-dingin-saja-tak-perlu-khawatir,Mensesneg Pratikno mengungkap isi pembicaraan dalam pertemuan Presiden Joko Widodo (Jokowi) dan Ketua Umum Partai NasDem Surya Paloh kemarin.
PKB Klaim Kantongi Restu dari Kiai-kiai NU soal Duet Anies-Cak Imin,01/09/2023,https://news.detik.com/pemilu/d-6908497/pkb-klaim-kantongi-restu-dari-kiai-kiai-nu-soal-duet-anies-cak-imin,DPP PKB memastikan terima tawaran NasDem untuk berkoalisi mengusung pasangan Anies dan Cak Imin. PKB juga mengklaim telah mendapatkan restu dari kiai-kiai NU.
"Demokrat: Tim 8 Koalisi Pendukung Anies Otomatis Bubar,01/09/2023,https://news.detik.com/pemilu/d-6908489/demokrat-tim-8-koalisi-pendukung-anies-otomatis-bubar,""Demokrat sebut tim 8 bentukan koalisi pro Anies otomatis bubar. Sebab, Demokrat tak lagi berada dalam koalisi tersebut."""
Cabut Dukungan dari Anies, Demokrat Keluar dari Koalisi Perubahan!,01/09/2023,https://news.detik.com/pemilu/d-6908458/cabut-dukungan-dari-anies-demokrat-keluar-dari-koalisi-perubahan,Partai Demokrat resmi mencabut dukungan dari Anies Baswedan. Partai Demokrat juga keluar dari Koalisi Perubahan untuk Persatuan.
"Resmi! Demokrat Cabut Dukungan Anies Capres 2024,01/09/2023,https://news.detik.com/pemilu/d-6908452/resmi-demokrat-cabut-dukungan-anies-capres-2024,""Resmi, Partai Demokrat mencabut dukungan dan tidak lagi mendukung Anies Baswedan sebagai capres 2024."""
"Pratikno: Presiden Jokowi Baru Tahu Duet Anies-Cak Imin dari Media,01/09/2023,https://news.detik.com/pemilu/d-6908426/pratikno-presiden-jokowi-baru-tahu-duet-anies-cak-imin-dari-media,""Pratikno mengungkapkan Presiden Jokowi baru tahu mengenai duet Anies-Cak Imin dalam perjalanan pulang ke Istana Bogor. Jokowi, disebutnya, tahu dari media."""
Andi Mallarangeng: Demokrat Nggak Mau Lagi Sama yang Khianati Kita,01/09/2023,https://news.detik.com/pemilu/d-6908399/andi-mallarangeng-demokrat-nggak-mau-lagi-sama-yang-khianati-kita,Andi Mallarangeng menilai pihaknya tidak lagi ingin bersama partai yang mengkhianatinya. Hal itu akan resmi diputuskan Majelis Tinggi Partai.
Irma NasDem Sindir PD: Percuma Maksain yang Elektabilitasnya Membebani,01/09/2023,https://news.detik.com/pemilu/d-6908396/irma-nasdem-sindir-pd-percuma-maksain-yang-elektabilitasnya-membebani,Politikus NasDem Irma Suryani Chaniago merespons tudingan pengkhianat usai duet Anies-Cak Imin terbongkar. Irma meminta untuk dewasa dalam berpolitik.
SBY Bicara Kriteria Koalisi Baru, Tetap Usung Konsep Perubahan,01/09/2023,https://news.detik.com/pemilu/d-6908346/sby-bicara-kriteria-koalisi-baru-tetap-usung-konsep-perubahan,SBY ungkap kriteria koalisi yang ditentukan Demokrat ke depan. Dia menilai tetap mengusung konsep perubahan.
Polisi Terima Pemberitahuan Deklarasi Anies-Cak Imin Besok di Surabaya,01/09/2023,https://news.detik.com/pemilu/d-6908329/polisi-terima-pemberitahuan-deklarasi-anies-cak-imin-besok-di-surabaya,Deklarasi Anies-Cak Imin dipastikan akan digelar di Surabaya besok. Polisi telah menerima surat pemberitahuan acara tersebut.
